,id,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
17,18,0.07556037,0.039866295,0.02771658,0.058276378,0.072984554,0.022526626,0.031079696,0.035977043,0.0136436755,0.030035902,0.057493564,0.019683147,0.009949979,0.018679872,0.009825881,0.023967585,0.0037527864,0.025757624,0.03232126,0.006221122,0.029204058,0.0055773226,0.029306564,0.0054561994,0.0072115543,0.019599821,0.01725402,0.27107057
18,19,0.09989357,0.048500363,0.02719576,0.061238214,0.07069926,0.028040545,0.025344163,0.025892103,0.015000644,0.030239126,0.042852957,0.021749664,0.010067306,0.022561677,0.010362618,0.04959262,0.003517523,0.039677855,0.041179158,0.006922656,0.039918806,0.0060037626,0.029948307,0.005882892,0.009307389,0.026054235,0.017050423,0.18530646
19,20,0.059465013,0.03460852,0.02996836,0.06712871,0.07089355,0.027136574,0.028631976,0.034291968,0.012964104,0.028401185,0.058812525,0.020743733,0.009608715,0.01599486,0.009592015,0.01763955,0.003892523,0.024338966,0.03354547,0.00658712,0.031184863,0.0053619673,0.027696928,0.0051359823,0.007529348,0.022036066,0.013606974,0.2932025
20,21,0.05402607,0.037243064,0.035283346,0.06627948,0.06867451,0.01814656,0.023443138,0.031038249,0.011404349,0.03265334,0.040345486,0.01919217,0.0072001,0.018011497,0.009742445,0.037356272,0.0014885968,0.023288922,0.022004895,0.005183585,0.02926204,0.0033159773,0.027268289,0.003832681,0.0067430227,0.024772672,0.017249474,0.32554975
21,22,0.072951704,0.034878172,0.02529075,0.059088763,0.081019856,0.02497628,0.032704778,0.031203352,0.015352736,0.03301247,0.062533,0.020404981,0.010441921,0.017775457,0.010571447,0.024420902,0.003026042,0.026390111,0.030526303,0.0069450974,0.03339932,0.0054441104,0.03529815,0.006259691,0.008302508,0.022579847,0.018940948,0.24626137
22,23,0.046666462,0.030310266,0.027409673,0.054752912,0.059054248,0.014700932,0.026496558,0.03791986,0.008247223,0.029100409,0.045861796,0.010566884,0.004655409,0.014007133,0.006819431,0.014349947,0.001553948,0.015519951,0.019830074,0.0036396182,0.019102426,0.0025455344,0.020351544,0.0024505297,0.004593285,0.015221706,0.015679521,0.44859275
23,24,0.072852515,0.043411233,0.029669326,0.070138775,0.06510181,0.024447812,0.027963854,0.034523133,0.017213264,0.027846247,0.05360428,0.026398676,0.012693735,0.018498924,0.010066673,0.016187811,0.007863366,0.024261307,0.033445887,0.008834315,0.034436617,0.009084152,0.032518327,0.007558099,0.010296438,0.024736257,0.016771646,0.23957556
24,25,0.07675733,0.035608083,0.029912287,0.06217716,0.07507728,0.02593172,0.029041614,0.031796735,0.013786904,0.02946663,0.058166407,0.022285488,0.010711151,0.017574623,0.009218817,0.029641371,0.004082359,0.027791018,0.03094538,0.007186396,0.03423231,0.005842546,0.030332072,0.006097416,0.009340303,0.02321487,0.015404413,0.24837731
25,26,0.09541863,0.030476348,0.02811298,0.053454507,0.065854475,0.028277554,0.02674346,0.03290896,0.01304235,0.031208552,0.053751525,0.017851338,0.009604952,0.02055622,0.009938225,0.03261177,0.0037143852,0.03293111,0.04329274,0.006544348,0.032904852,0.0054157516,0.025961047,0.0054934383,0.008354219,0.022361133,0.016449839,0.24676523
26,27,0.05683622,0.033671334,0.032424957,0.054716516,0.0660269,0.023549505,0.02718678,0.033622295,0.017057288,0.034352824,0.041745644,0.020821061,0.010428473,0.020544423,0.013363017,0.048456255,0.0024103392,0.030988723,0.026272237,0.007877957,0.035263117,0.005185173,0.03656779,0.0066219927,0.009747392,0.029356305,0.019775573,0.2551299
27,28,0.079568446,0.04543795,0.028258715,0.05762982,0.062073547,0.029870223,0.028651252,0.03575631,0.019361613,0.027641376,0.049579415,0.027690386,0.014108427,0.021458399,0.011406013,0.031921342,0.008994963,0.03055339,0.029722622,0.009679387,0.04118031,0.010581793,0.035526052,0.0101552885,0.012549,0.02594041,0.018018818,0.1966847
28,29,0.073615015,0.039663266,0.027604612,0.057431165,0.07471455,0.026959134,0.025251562,0.028418846,0.01299465,0.031724222,0.041928995,0.021034399,0.0089066345,0.018105343,0.009301353,0.030961188,0.0024736614,0.031090073,0.0316846,0.005456891,0.040471412,0.0048980764,0.029510433,0.00524184,0.007931967,0.026548114,0.015797002,0.27028102
29,30,0.089206085,0.044802863,0.028404674,0.058995664,0.0679515,0.023945313,0.027986912,0.033477407,0.012978385,0.028649416,0.05080902,0.017814785,0.009497403,0.02112559,0.009948838,0.031193916,0.0038903346,0.029461708,0.03493571,0.00628761,0.031132769,0.005682845,0.027400797,0.0056900955,0.0078646755,0.021897892,0.0177859,0.2511819
30,31,0.038050823,0.024268935,0.034084443,0.05435925,0.054198876,0.016115407,0.021808429,0.039217416,0.010609388,0.021308167,0.045832947,0.015704691,0.0064616757,0.010519762,0.006829372,0.0061209225,0.0038365263,0.014020759,0.023835743,0.0041865865,0.018660778,0.0034695282,0.019250829,0.003093989,0.0041934275,0.014626002,0.010422275,0.47491306
31,32,0.1005549,0.04016336,0.020480491,0.055098046,0.07334899,0.035786375,0.0323133,0.026961757,0.018626504,0.029469365,0.06415515,0.022808926,0.016269758,0.020964408,0.012192087,0.047609784,0.0056877113,0.040830728,0.0461484,0.008345211,0.04116704,0.009270007,0.03693258,0.009770352,0.012965677,0.026818387,0.018868947,0.12639174
32,33,0.0829374,0.041371148,0.027524177,0.057716906,0.06966879,0.023692304,0.024762005,0.031065239,0.013302079,0.027951103,0.048419923,0.022900207,0.01034118,0.019160215,0.009006126,0.028216444,0.004455664,0.030380338,0.03158404,0.0065128542,0.039823104,0.00607535,0.02852934,0.005796919,0.009217291,0.023874534,0.014740059,0.26097527
33,34,0.07356142,0.038576875,0.02993311,0.062358562,0.071227826,0.025592161,0.027770333,0.028702602,0.011680107,0.032104123,0.055756353,0.018374728,0.008981423,0.016547993,0.009003228,0.02791063,0.0026253934,0.029346539,0.037697546,0.006057138,0.035553098,0.0048236162,0.029564187,0.004838302,0.009512418,0.025671434,0.017040746,0.25918812
34,35,0.052082993,0.039441444,0.03205151,0.06383434,0.06747106,0.02048709,0.033271737,0.03670749,0.012122642,0.031867087,0.05490714,0.017946394,0.008529341,0.015644098,0.009434562,0.01957097,0.00320885,0.0209396,0.023217179,0.0061542843,0.027876852,0.004402888,0.030076051,0.0044003488,0.0070068664,0.020530822,0.017504375,0.31931198
35,36,0.06204469,0.04253018,0.035458617,0.07390203,0.06513151,0.023273854,0.027196318,0.032262195,0.015359331,0.030205201,0.053679142,0.022593195,0.009300499,0.016653882,0.009552769,0.017451318,0.0046096863,0.023618754,0.028435607,0.007198547,0.033406056,0.0052612354,0.027385943,0.005528539,0.0077353786,0.021506043,0.015614091,0.2831054
36,37,0.06561378,0.033561833,0.028358763,0.05970934,0.06866808,0.024843166,0.028745957,0.034536324,0.013876629,0.02855575,0.05780067,0.02024344,0.0095443325,0.016009776,0.009301196,0.018963834,0.004256112,0.024832632,0.032702304,0.0062280535,0.03093091,0.0051151137,0.02815087,0.0052677807,0.0071561676,0.01927254,0.015263721,0.30249095
37,38,0.07972083,0.046507135,0.0324799,0.06594808,0.06530195,0.02138692,0.027661359,0.032615125,0.012428172,0.034383003,0.045503784,0.015898502,0.0075556426,0.023647416,0.010927902,0.039645024,0.002372854,0.028575635,0.03339118,0.005746715,0.028869892,0.0042233015,0.026740624,0.00445676,0.008050813,0.022840621,0.022631763,0.25048918
38,39,0.09380822,0.04172446,0.02927696,0.06771476,0.0711777,0.02823492,0.028934108,0.026463967,0.014375299,0.032303672,0.051711317,0.02215556,0.010780234,0.02062409,0.010852575,0.05132431,0.0036700657,0.036065355,0.037486374,0.007545939,0.03939069,0.0060656024,0.028926522,0.006125474,0.0099453,0.025886932,0.017655604,0.17977396
39,40,0.060575288,0.04271155,0.030651724,0.0800894,0.07471741,0.023073137,0.03241133,0.0316708,0.014226684,0.032464273,0.06459889,0.023487488,0.011122343,0.016317181,0.009786402,0.018923182,0.00347177,0.02284675,0.025295863,0.0069712754,0.03055181,0.0055231405,0.033353493,0.005494443,0.008733849,0.022905424,0.016520351,0.25150478
40,41,0.08262634,0.050600372,0.026233578,0.06120849,0.07147674,0.029845973,0.031847514,0.027538206,0.016869815,0.03219306,0.05539508,0.029311545,0.016514271,0.023584357,0.013564561,0.05838762,0.004819068,0.037463862,0.031881917,0.009657992,0.04000412,0.007861662,0.038428664,0.009277731,0.014442104,0.029104741,0.02002514,0.12983552
41,42,0.06830802,0.036124837,0.03274703,0.06552402,0.06878844,0.021489609,0.025593916,0.032509346,0.012312185,0.029967569,0.049730953,0.018169023,0.008012356,0.017221544,0.008553407,0.019014416,0.0028549586,0.024838777,0.031876087,0.0052227397,0.031906534,0.0038415978,0.024630064,0.004029211,0.0064078644,0.021445211,0.014161375,0.31471884
42,43,0.062021684,0.03635685,0.030242432,0.06153305,0.06803378,0.021467846,0.02620112,0.03450769,0.012699561,0.028529955,0.05510664,0.018047791,0.0079598,0.01563305,0.00846105,0.016487462,0.0036080843,0.021862082,0.026580552,0.005647401,0.026497208,0.0045426334,0.026066542,0.004620308,0.0061079566,0.017868737,0.0153696425,0.33793902
43,44,0.095029265,0.043961823,0.022121837,0.06389994,0.07460143,0.02912958,0.030389206,0.027988387,0.017690858,0.02937513,0.062951006,0.025929006,0.0153487045,0.021973655,0.011224428,0.0403413,0.006230793,0.034666218,0.039113004,0.008756372,0.0424693,0.009149384,0.036323797,0.008932866,0.012812942,0.025403686,0.018507224,0.14567892
44,45,0.073512256,0.04023149,0.029224448,0.07265405,0.070962615,0.02495894,0.030747827,0.033253532,0.013885974,0.03464809,0.058957245,0.02345258,0.009744525,0.017794095,0.010166005,0.022332855,0.0033346922,0.026189758,0.03497844,0.006964407,0.033421397,0.0052227424,0.029579442,0.0051705227,0.008054678,0.024037266,0.016975956,0.23954415
45,46,0.054589685,0.029162504,0.03402254,0.060682103,0.057735264,0.020992536,0.02005626,0.0343941,0.009879011,0.026242986,0.0412586,0.015456917,0.00648459,0.013520221,0.007270788,0.013554305,0.0026110164,0.021270702,0.0316936,0.004197855,0.027916351,0.003190208,0.018854918,0.0031548892,0.0048969076,0.020178797,0.010268348,0.40646398
46,47,0.065080166,0.04056881,0.030174902,0.07536353,0.06823273,0.026366064,0.0317296,0.031408988,0.016082864,0.031555235,0.066579126,0.028959263,0.013663784,0.017382879,0.010947173,0.023684455,0.0048352065,0.02784492,0.029401058,0.008259073,0.03536039,0.0070029194,0.034541555,0.0071700313,0.011143067,0.025207993,0.01718084,0.2142734
47,48,0.09810151,0.04072354,0.027577128,0.05674653,0.06882104,0.030642347,0.024111291,0.02725073,0.014398101,0.030048845,0.043810874,0.01968,0.009939328,0.02177531,0.010409554,0.047368243,0.0036130324,0.041409135,0.046833593,0.0061288434,0.043200195,0.0054014404,0.027661618,0.0059539727,0.008614126,0.026655052,0.0147077385,0.19841695
48,49,0.06986487,0.047999475,0.026323492,0.05268448,0.069127634,0.021328915,0.027540281,0.034516126,0.013224577,0.02787622,0.03892308,0.01762504,0.0084800115,0.01872631,0.009326839,0.020400597,0.0032410074,0.025671909,0.026120245,0.0058272,0.029591562,0.005545633,0.03004173,0.0051952917,0.0067105736,0.021742776,0.018994465,0.3173496
49,50,0.082972735,0.03882065,0.023962818,0.06485849,0.08038786,0.03068526,0.026893377,0.029453486,0.014810813,0.027000878,0.05802366,0.021922024,0.010384454,0.017331125,0.009466525,0.023769451,0.003860864,0.029285489,0.034513716,0.006773678,0.035713553,0.005699251,0.029347893,0.006473951,0.00834776,0.021001114,0.014986456,0.24325264
50,51,0.08962268,0.03770296,0.027563129,0.059504613,0.06834967,0.021613056,0.026285183,0.031677697,0.01248161,0.035026368,0.04708127,0.016247401,0.0080294665,0.022174202,0.01046768,0.054418743,0.0020530766,0.031641994,0.031560607,0.0056338357,0.035223432,0.0042012054,0.028668538,0.004416099,0.00844755,0.023928767,0.022448149,0.23353101
51,52,0.061906118,0.024348432,0.027906511,0.05321646,0.07622656,0.024071695,0.029366454,0.033619665,0.010632747,0.0314699,0.05908919,0.014621735,0.0076433797,0.015539854,0.008220366,0.02397859,0.002078693,0.022588262,0.030616978,0.0049384255,0.02799167,0.0036156543,0.026684454,0.0039656414,0.006642872,0.01853324,0.014946213,0.33554018
52,53,0.040361915,0.02393006,0.036671065,0.061782192,0.054214515,0.018251535,0.019113109,0.036631096,0.0086479625,0.02596738,0.042291142,0.013681069,0.0052778027,0.0121743,0.0069699557,0.010201673,0.0017181691,0.017398054,0.028211877,0.0033474297,0.02407084,0.002296675,0.018445319,0.0024717886,0.0041506365,0.01834706,0.009516943,0.45385846
53,54,0.07304385,0.037876632,0.026466219,0.057189573,0.07050164,0.02804629,0.029680138,0.033050597,0.014239408,0.03008716,0.055034965,0.020759165,0.010748201,0.017697398,0.009768694,0.02247186,0.0048283217,0.029027654,0.033862285,0.0069573964,0.035968747,0.006269491,0.030684104,0.006627635,0.008243255,0.02245713,0.015831472,0.26258066
54,55,0.05886249,0.034078557,0.029538993,0.06419499,0.07006422,0.028160887,0.03433009,0.030581547,0.012986626,0.03541525,0.06203287,0.019000063,0.009374424,0.016592091,0.01044078,0.029630376,0.0027979575,0.02565675,0.033218596,0.006379093,0.03382513,0.0048183803,0.0323224,0.005211394,0.008585391,0.022617359,0.017507091,0.26177624
55,56,0.087437086,0.042572368,0.030577153,0.056559246,0.061785303,0.03104213,0.024147917,0.024400217,0.015184668,0.032276884,0.03706441,0.020616602,0.009561716,0.022622112,0.011797036,0.07655804,0.0032194508,0.03940048,0.038324304,0.0073471963,0.04749265,0.0062832097,0.029957764,0.0068151974,0.0113879265,0.031166777,0.020334782,0.17406735
56,57,0.0936886,0.05053765,0.027213631,0.06923448,0.076943815,0.023253847,0.026065746,0.028688898,0.01397332,0.032047782,0.047860704,0.020925688,0.010039839,0.021070762,0.009947851,0.041190602,0.0028731143,0.03311341,0.031351715,0.00624588,0.037139785,0.0053473185,0.030909881,0.005531696,0.008338473,0.023957044,0.019003252,0.20350528
57,58,0.06744059,0.033023234,0.029433724,0.06382229,0.07069762,0.027257636,0.026528604,0.0311887,0.01230129,0.031208547,0.052807715,0.021367194,0.009492705,0.018116213,0.010218115,0.029114,0.0028306972,0.028231809,0.031510916,0.006317884,0.034521375,0.0047172983,0.028220166,0.0054218746,0.008568019,0.023715438,0.015080144,0.27684623
58,59,0.0638571,0.032987542,0.031875744,0.057608757,0.064373985,0.02645812,0.025421023,0.030738857,0.011778065,0.031340312,0.045753956,0.014862015,0.007082577,0.019564819,0.009632657,0.041960392,0.0022145761,0.02931496,0.033657655,0.005497819,0.033097263,0.0040296735,0.025146568,0.0043009687,0.007348003,0.023470359,0.017183624,0.29944262
59,60,0.06026721,0.033537894,0.03012811,0.060831845,0.07242565,0.024612268,0.032208208,0.034286633,0.013355506,0.02795954,0.06422209,0.019479102,0.009654317,0.014492467,0.008451797,0.015740557,0.004449071,0.020958455,0.029807985,0.0065868758,0.027449574,0.005326222,0.026682787,0.00500367,0.007366514,0.017410276,0.014722795,0.31258258
60,61,0.065694176,0.040445175,0.028765071,0.056381956,0.061584003,0.02856382,0.031248707,0.037825283,0.017189432,0.02928973,0.056530014,0.02520323,0.013017153,0.019230912,0.011664132,0.027027614,0.0077451956,0.027558872,0.027976437,0.009565859,0.038977765,0.008635096,0.03424713,0.009089397,0.0105411755,0.024541838,0.018760128,0.2327007
61,62,0.07124558,0.033567652,0.027320221,0.059009515,0.07724561,0.025266977,0.02888076,0.031769007,0.012854786,0.03353364,0.053641047,0.019545665,0.010133178,0.017385235,0.009593538,0.037632067,0.002510322,0.0295606,0.031515554,0.0060572135,0.035143927,0.0048303185,0.030869342,0.005447052,0.0087833945,0.023406498,0.017587941,0.2556633
62,63,0.06810271,0.039321568,0.031882063,0.07265024,0.06507217,0.022663336,0.027224775,0.03369904,0.013670605,0.032195147,0.05408898,0.023628388,0.009613485,0.017323814,0.01012249,0.021302339,0.00355664,0.028077915,0.032497603,0.00658342,0.036432646,0.005119069,0.02919855,0.0049237637,0.009208074,0.026442861,0.015832089,0.25956616
63,64,0.060926046,0.03203185,0.03086794,0.06140627,0.063281655,0.018948793,0.02418749,0.037633393,0.01232372,0.025744684,0.047559556,0.019701451,0.007813146,0.015142461,0.0077077253,0.013289697,0.0039201975,0.020002102,0.028389195,0.0055722045,0.028654994,0.0047733192,0.024297966,0.0043739676,0.0060130674,0.018655535,0.013256317,0.3635253
64,65,0.080911,0.046871662,0.031121977,0.06395466,0.07077083,0.021292,0.025520384,0.03303224,0.012276132,0.030778233,0.042413127,0.017154627,0.007419514,0.01994909,0.008874501,0.028719813,0.002386894,0.028912717,0.030314878,0.0051047658,0.02973853,0.0041132933,0.026089704,0.004119335,0.006253025,0.020970635,0.01670445,0.28423196
65,66,0.07434403,0.057418175,0.027028898,0.06455117,0.06631264,0.027332058,0.033037174,0.030583618,0.016462702,0.033806164,0.054714747,0.02563234,0.013206005,0.020685617,0.011459803,0.033664975,0.0047278483,0.030399837,0.032431733,0.008489235,0.034723803,0.007180397,0.037221942,0.0073370948,0.011106017,0.025016533,0.020278664,0.19084679
66,67,0.08060822,0.049421947,0.030084455,0.060838424,0.05865012,0.033032708,0.028418569,0.029266898,0.01785929,0.030320028,0.05061986,0.027981097,0.015561021,0.021693278,0.0134580685,0.051591862,0.0065326607,0.039113544,0.03606948,0.009110932,0.04820985,0.00912429,0.033163913,0.009683015,0.014324541,0.03394023,0.017982362,0.14333937
67,68,0.07892591,0.04144771,0.029183159,0.06590943,0.07573539,0.028480671,0.029949265,0.025679631,0.016240152,0.032928195,0.05352197,0.028880227,0.012353564,0.019997519,0.011240631,0.056775514,0.0039204243,0.03205639,0.02810463,0.008701343,0.044706445,0.0077737602,0.03820444,0.008576446,0.013327694,0.02795626,0.019841494,0.15958177
68,69,0.10880201,0.0404445,0.020398231,0.048134796,0.06319691,0.037302263,0.023704505,0.021795297,0.018035794,0.029341603,0.043841116,0.022280833,0.013868949,0.025319526,0.012443262,0.070916824,0.005025586,0.052913345,0.053627897,0.008090405,0.055422336,0.00862415,0.033714358,0.009322609,0.013385686,0.030934393,0.016805938,0.112306796
69,70,0.08742182,0.036558274,0.027392628,0.056112207,0.073678255,0.026840245,0.02481402,0.029775202,0.013075351,0.030856106,0.046016026,0.016507147,0.008222682,0.019460015,0.008874054,0.042486638,0.002266041,0.03471189,0.044492494,0.005017292,0.035116706,0.004032649,0.02738139,0.0043546236,0.0070310365,0.023171524,0.015261856,0.2490718
70,71,0.07972821,0.036199506,0.03202973,0.06509548,0.067891836,0.026111454,0.023482699,0.029792713,0.012584712,0.03239854,0.048623946,0.020784846,0.009357294,0.017932633,0.00891815,0.028581891,0.002667387,0.032118708,0.04240253,0.005519682,0.03829703,0.0042681205,0.025167566,0.004691647,0.007574224,0.024528962,0.014271081,0.25897953
71,72,0.07648322,0.042136416,0.03315481,0.077859744,0.067145064,0.026030708,0.030776804,0.03233135,0.017303782,0.033275574,0.056673482,0.02680817,0.012367298,0.017572854,0.011520639,0.0276315,0.004683514,0.027631998,0.030738408,0.008726671,0.040884867,0.0072611044,0.033441637,0.0072745676,0.011057275,0.027503354,0.018997192,0.19272797
72,73,0.07447719,0.03480034,0.030753538,0.05956131,0.06566161,0.028339988,0.026881075,0.030698333,0.0129298065,0.030729968,0.050927937,0.018681085,0.009316952,0.018295752,0.009968951,0.029632293,0.0035610653,0.03193816,0.041435443,0.0059536756,0.034944452,0.0048424597,0.026541604,0.0048422613,0.008034236,0.024763372,0.014669461,0.26681772
73,74,0.0669846,0.042722203,0.030222151,0.069280215,0.066532746,0.028025884,0.02631354,0.032012485,0.014320959,0.030004095,0.046892047,0.020401753,0.009444517,0.017801812,0.010181219,0.02081589,0.003987529,0.030636707,0.04222377,0.006319939,0.03638427,0.005475132,0.028005885,0.0049272804,0.0073701823,0.02540755,0.013686564,0.26361915
74,75,0.06137889,0.033922818,0.031953175,0.053746417,0.062925644,0.025372932,0.027464822,0.037141684,0.012450128,0.026120137,0.04876202,0.018489592,0.009038766,0.017177822,0.010242966,0.019080054,0.004499374,0.024498293,0.029532962,0.0059647113,0.030119006,0.0054490212,0.025630519,0.005303343,0.007266576,0.022242486,0.013658379,0.33056748
75,76,0.0983879,0.03989053,0.022233974,0.05751935,0.061325364,0.034963336,0.027381249,0.02425692,0.019234883,0.03188434,0.058696065,0.027246423,0.017922014,0.024667509,0.01620001,0.06846542,0.005459295,0.04394419,0.049823847,0.010722792,0.049812898,0.010433826,0.036587723,0.010936261,0.018382465,0.033926066,0.023997,0.07569829
76,77,0.07271393,0.062305022,0.024372246,0.06952281,0.066803984,0.026903547,0.029573489,0.03009673,0.017654883,0.032866474,0.048720326,0.028428344,0.013724235,0.02068254,0.012060637,0.041733425,0.003908081,0.034544382,0.0238742,0.008508412,0.03585756,0.007858477,0.04217756,0.008095078,0.012439259,0.030695194,0.020360013,0.17351913
77,78,0.07194818,0.039816014,0.028249186,0.05788467,0.07616043,0.019336397,0.029676346,0.035767935,0.013735837,0.029418774,0.048920874,0.021022879,0.008652847,0.018451134,0.008877351,0.021213826,0.0033537878,0.022676833,0.022890916,0.0061389236,0.02919863,0.005037172,0.031261664,0.005263965,0.006826464,0.01852265,0.016928084,0.30276823
